City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Imbituba,BR,2022-07-27 01:41:19,-28.24,-48.6703,65.08,96,16,1.99
273,Anadyr,RU,2022-07-27 01:41:19,64.75,177.4833,48.7,87,75,15.66
274,Lazaro Cardenas,MX,2022-07-27 01:37:40,17.9583,-102.2,80.74,73,72,1.81
275,Chapais,CA,2022-07-27 01:41:20,49.7834,-74.8492,55.18,93,74,0.09
276,Pisco,PE,2022-07-27 01:41:20,-13.7,-76.2167,60.85,88,75,6.91
277,Broome,US,2022-07-27 01:41:21,42.2506,-75.833,63.81,86,9,2.35
278,Port Hardy,CA,2022-07-27 01:41:21,50.6996,-127.4199,71.78,68,20,5.75
279,Namibe,AO,2022-07-27 01:41:21,-15.1961,12.1522,61.97,80,1,2.28
280,Mollendo,PE,2022-07-27 01:38:33,-17.0231,-72.0147,59.43,87,97,8.03
281,Saldanha,ZA,2022-07-27 01:41:22,-33.0117,17.9442,50.05,88,0,7.4
282,Kirkwall,GB,2022-07-27 01:41:22,58.9848,-2.9587,51.96,93,100,6.91
283,Valentigney,FR,2022-07-27 01:41:23,47.4639,6.8317,61.75,91,20,2.8
284,Longyearbyen,SJ,2022-07-27 01:41:23,78.2186,15.6401,48.04,76,75,4.61
285,Cotonou,BJ,2022-07-27 01:41:23,6.3654,2.4183,78.78,83,40,13.8
286,Basse-Pointe,MQ,2022-07-27 01:41:24,14.8695,-61.115,79.84,37,7,17.67
287,Ensley,US,2022-07-27 01:41:24,30.5188,-87.2728,85.59,83,20,6.91
288,Guerrero Negro,MX,2022-07-27 01:41:25,27.9769,-114.0611,70.88,77,8,13.73
289,Nushki,PK,2022-07-27 01:41:25,29.5542,66.0215,80.94,67,17,3.76
290,Rio Cuarto,AR,2022-07-27 01:41:25,-33.1307,-64.3499,62.56,94,86,5.91
291,Maxixe,MZ,2022-07-27 01:41:26,-23.8597,35.3472,60.03,78,0,1.74
292,Banda Aceh,ID,2022-07-27 01:41:26,5.5577,95.3222,81.19,76,100,5.59
293,Dunedin,NZ,2022-07-27 01:41:27,-45.8742,170.5036,46.63,96,100,9.48
294,Saint-Augustin,CA,2022-07-27 01:41:27,51.226,-58.6502,61.12,74,12,14.97
295,Poltava,UA,2022-07-27 01:39:59,49.5937,34.5407,60.35,94,0,5.61
296,Nouadhibou,MR,2022-07-27 01:41:28,20.931,-17.0347,78.78,89,1,8.05
297,Rani,IN,2022-07-27 01:41:28,25.3503,73.3089,77.9,86,100,9.17
298,Lompoc,US,2022-07-27 01:39:06,34.6391,-120.4579,77.14,74,0,14.97
299,Egvekinot,RU,2022-07-27 01:41:28,66.3167,-179.1667,44.91,60,100,2.28
300,Caravelas,BR,2022-07-27 01:41:29,-17.7125,-39.2481,70.47,76,2,6.08
301,Rivera,UY,2022-07-27 01:41:29,-30.9053,-55.5508,63.95,93,7,4.68
302,Fortuna,US,2022-07-27 01:41:30,40.5982,-124.1573,64.09,80,34,5.01
303,Muros,ES,2022-07-27 01:41:30,42.7762,-9.0603,63.09,82,0,11.12
304,Bahia Blanca,AR,2022-07-27 01:40:09,-38.7196,-62.2724,51.21,93,100,7.18
305,Boda,CF,2022-07-27 01:41:31,4.3189,17.4695,69.96,97,100,2.98
306,Waitati,NZ,2022-07-27 01:41:31,-45.75,170.5667,46.49,98,100,5.23
307,Labuhan,ID,2022-07-27 01:41:31,-6.8844,112.2051,81.66,65,18,7.47
308,Gold Coast,AU,2022-07-27 01:41:32,-28.0,153.4333,66.78,57,0,8.05
309,Zhoucheng,CN,2022-07-27 01:41:32,35.9122,116.3117,84.63,69,1,2.39
310,Rio Gallegos,AR,2022-07-27 01:36:55,-51.6226,-69.2181,17.65,93,0,3.44
311,Takoradi,GH,2022-07-27 01:41:33,4.8845,-1.7554,74.59,91,93,9.37
312,Dauriya,RU,2022-07-27 01:41:33,49.9333,116.8667,72.68,51,8,20.89
313,Mishelevka,RU,2022-07-27 01:41:34,52.8575,103.1719,64.2,66,100,5.86
314,Kahului,US,2022-07-27 01:41:34,20.8947,-156.47,87.82,61,20,25.32
315,Careiro Da Varzea,BR,2022-07-27 01:41:34,-3.2003,-59.8119,84.81,80,47,4.43
316,San Patricio,US,2022-07-27 01:41:35,28.017,-97.5169,88.84,64,100,13.87
317,Muravlenko,RU,2022-07-27 01:41:35,63.7898,74.523,54.95,68,4,14.14
318,Tsabong,BW,2022-07-27 01:41:35,-26.0217,22.401,63.75,36,73,16.24
319,Almaznyy,RU,2022-07-27 01:41:36,48.0448,40.045,62.19,84,99,4.61
320,Pictou,CA,2022-07-27 01:41:36,45.6834,-62.7153,69.24,64,97,6.91
321,Shetpe,KZ,2022-07-27 01:41:36,44.1667,52.1167,74.34,50,3,3.27
322,Mossendjo,CG,2022-07-27 01:41:37,-2.9506,12.7261,62.76,91,17,1.86
323,Baft,IR,2022-07-27 01:41:37,29.234,56.6057,67.17,74,100,5.82
324,Aksu,CN,2022-07-27 01:41:38,41.1231,80.2644,89.83,17,2,4.45
325,Qaqortoq,GL,2022-07-27 01:41:38,60.7167,-46.0333,42.91,93,10,3.42
326,Sao Raimundo Nonato,BR,2022-07-27 01:37:50,-9.0153,-42.6994,72.75,57,100,5.39
327,Harnosand,SE,2022-07-27 01:41:39,62.6323,17.9379,57.0,84,100,13.51
328,Nantucket,US,2022-07-27 01:37:56,41.2835,-70.0995,73.51,86,0,8.05
329,Rorvik,NO,2022-07-27 01:41:39,64.8621,11.2373,53.24,84,100,27.04
330,Betafo,MG,2022-07-27 01:41:40,-19.8333,46.85,49.12,92,1,3.94
331,Eyl,SO,2022-07-27 01:41:40,7.9803,49.8164,77.43,67,22,23.15
332,Same,TZ,2022-07-27 01:41:40,-4.0667,37.7333,60.03,95,58,2.53
333,Vigrestad,NO,2022-07-27 01:41:41,58.5667,5.7,50.95,78,100,25.95
334,Kaitangata,NZ,2022-07-27 01:41:41,-46.2817,169.8464,45.72,97,100,9.26
335,Santa Isabel Do Rio Negro,BR,2022-07-27 01:41:42,-0.4139,-65.0192,73.08,97,87,1.43
336,Yaan,NG,2022-07-27 01:41:42,7.3833,8.5667,71.85,97,100,6.96
337,Ayame,CI,2022-07-27 01:41:42,5.6083,-3.1563,72.66,95,100,3.85
338,Varna,BG,2022-07-27 01:41:43,43.2167,27.9167,74.44,80,0,0.0
339,Houlton,US,2022-07-27 01:41:43,46.1262,-67.8403,64.81,76,0,3.44
340,Okitipupa,NG,2022-07-27 01:41:43,6.5047,4.7839,73.26,98,93,2.53
341,Mulege,MX,2022-07-27 01:41:44,26.8833,-111.9833,89.38,50,3,6.08
342,Kajaani,FI,2022-07-27 01:41:44,64.2273,27.7285,62.65,94,75,9.22
343,Weinan,CN,2022-07-27 01:38:01,34.5036,109.5089,74.95,94,100,2.1
344,Banos,EC,2022-07-27 01:41:45,-1.4,-78.4167,59.11,98,100,2.08
345,Tucupita,VE,2022-07-27 01:41:45,9.0622,-62.051,74.21,96,11,3.96
346,Qasigiannguit,GL,2022-07-27 01:41:45,68.8193,-51.1922,44.85,98,100,3.27
347,Mangai,CD,2022-07-27 01:41:46,-4.05,19.5333,70.25,86,94,1.34
348,Kieta,PG,2022-07-27 01:41:46,-6.2167,155.6333,84.97,67,49,4.59
349,Svoge,BG,2022-07-27 01:41:47,42.9667,23.35,68.27,48,0,3.69
350,Verkhnyaya Inta,RU,2022-07-27 01:41:47,65.9811,60.3094,50.95,75,95,10.94
351,Katangli,RU,2022-07-27 01:41:47,51.7102,143.2326,55.56,91,100,5.28
352,Yantal,RU,2022-07-27 01:41:48,56.8471,105.2542,62.8,67,100,6.71
353,Swan Hill,AU,2022-07-27 01:41:48,-35.3378,143.5544,58.48,56,85,13.13
354,Inuvik,CA,2022-07-27 01:38:03,68.3499,-133.7218,67.21,32,40,14.97
355,Margate,GB,2022-07-27 01:41:49,51.3813,1.3862,61.3,75,100,1.01
356,Megion,RU,2022-07-27 01:41:49,61.0296,76.1136,64.42,76,40,8.16
357,Olinda,BR,2022-07-27 01:41:50,-8.0089,-34.8553,71.33,94,100,8.05
358,Salalah,OM,2022-07-27 01:41:50,17.0151,54.0924,75.29,100,100,8.05
359,Sola,VU,2022-07-27 01:41:50,-13.8833,167.55,81.0,77,23,12.82
360,Kurush,RU,2022-07-27 01:41:51,41.2841,47.8345,48.92,70,0,4.99
361,New Ulm,US,2022-07-27 01:41:51,44.3125,-94.4605,75.58,82,75,4.61
362,Bay Roberts,CA,2022-07-27 01:41:51,47.5999,-53.2648,69.51,95,100,4.0
363,Barcelos,PT,2022-07-27 01:41:52,41.5388,-8.6151,65.84,87,0,2.26
364,Sandnessjoen,NO,2022-07-27 01:41:52,66.0217,12.6316,54.12,94,100,5.01
365,Granadilla De Abona,ES,2022-07-27 01:41:53,28.1188,-16.576,80.56,51,0,4.61
366,Lakes Entrance,AU,2022-07-27 01:41:53,-37.8811,147.981,58.15,65,13,12.28
367,Zheleznodorozhnyy,RU,2022-07-27 01:41:54,55.7503,38.0042,68.61,90,10,2.91
368,Adelaide,AU,2022-07-27 01:40:25,-34.9333,138.6,56.86,75,75,9.22
369,Coahuayana,MX,2022-07-27 01:41:54,18.7333,-103.6833,79.68,80,100,2.3
370,Los Alamos,US,2022-07-27 01:41:55,35.8881,-106.307,71.29,78,100,10.36
371,Mecca,SA,2022-07-27 01:41:55,21.4267,39.8261,86.7,56,80,2.01
372,Yinchuan,CN,2022-07-27 01:41:55,38.4681,106.2731,77.72,37,0,16.35
373,Cayenne,GF,2022-07-27 01:40:38,4.9333,-52.3333,77.09,1,0,0.0
374,Narsaq,GL,2022-07-27 01:41:56,60.9167,-46.05,52.02,90,24,1.23
375,Russell,US,2022-07-27 01:41:56,32.3502,-85.1999,83.43,74,20,1.14
376,Kandrian,PG,2022-07-27 01:41:57,-6.2167,149.55,84.0,73,100,8.7
377,Bambanglipuro,ID,2022-07-27 01:41:57,-7.95,110.2833,78.69,73,92,3.91
378,Kaoma,ZM,2022-07-27 01:41:58,-14.7833,24.8,48.81,65,1,5.61
379,Smithers,CA,2022-07-27 01:41:58,54.7804,-127.1743,88.12,35,0,5.75
380,Mananjary,MG,2022-07-27 01:41:58,-21.2167,48.3333,62.38,91,7,3.69
381,Lamu,KE,2022-07-27 01:41:59,-2.2717,40.902,73.62,75,82,16.13
382,Davenda,RU,2022-07-27 01:41:59,53.5556,119.317,69.51,88,100,9.78
383,Omsukchan,RU,2022-07-27 01:42:00,62.5333,155.8,63.72,39,95,11.48
384,Kuah,MY,2022-07-27 01:42:00,6.3265,99.8432,84.18,84,20,3.44
385,Turukhansk,RU,2022-07-27 01:42:00,65.8167,87.9833,65.43,61,0,2.98
386,Quang Ngai,VN,2022-07-27 01:42:01,15.1167,108.8,90.46,52,10,3.2
387,Zhanaozen,KZ,2022-07-27 01:42:01,43.3,52.8,74.64,47,0,8.19
388,Havre-Saint-Pierre,CA,2022-07-27 01:42:02,50.2334,-63.5986,57.56,88,100,10.36
389,Bridlington,GB,2022-07-27 01:39:15,54.0831,-0.1919,58.89,68,99,4.61
390,Plettenberg Bay,ZA,2022-07-27 01:42:02,-34.0527,23.3716,57.11,72,91,10.63
391,Medina Del Campo,ES,2022-07-27 01:42:03,41.3124,-4.9141,60.71,69,1,6.8
392,Mandurah,AU,2022-07-27 01:42:03,-32.55,115.7,56.91,83,99,8.19
393,Pacific Grove,US,2022-07-27 01:42:03,36.6177,-121.9166,69.24,81,0,12.66
394,Felanitx,ES,2022-07-27 01:42:04,39.4696,3.1483,77.95,79,0,4.83
395,Jaten,ID,2022-07-27 01:42:04,-7.5772,110.8975,80.8,65,57,5.77
396,Orikum,AL,2022-07-27 01:42:05,40.3253,19.4714,79.38,55,0,3.56
397,Padilla,CO,2022-07-27 01:42:05,3.2204,-76.3139,71.17,93,60,3.71
398,Ricardo Palma,PE,2022-07-27 01:42:06,-11.9181,-76.6664,67.06,63,79,0.72
399,Pozo Colorado,PY,2022-07-27 01:42:06,-23.4923,-58.7972,73.26,41,11,5.21
400,Mayya,RU,2022-07-27 01:42:06,61.7333,130.2811,77.32,40,61,1.07
401,Trincomalee,LK,2022-07-27 01:42:07,8.5711,81.2335,80.49,79,100,6.35
402,La Libertad,EC,2022-07-27 01:42:07,-2.2333,-80.9,68.97,86,98,9.69
403,Mandiana,GN,2022-07-27 01:42:08,10.6333,-8.6833,68.18,94,100,6.96
404,Dhana,IN,2022-07-27 01:42:08,23.75,78.85,74.44,93,100,5.57
405,Catamarca,AR,2022-07-27 01:39:11,-28.4696,-65.7852,71.78,66,98,1.01
406,Coihaique,CL,2022-07-27 01:42:08,-45.5752,-72.0662,31.95,93,100,0.0
407,Eureka,US,2022-07-27 01:39:27,40.8021,-124.1637,64.36,77,47,3.0
408,La Plaine,DM,2022-07-27 01:42:09,15.3333,-61.25,79.16,76,27,15.26
409,Kumbo,CM,2022-07-27 01:42:09,6.2,10.6667,58.62,97,100,3.38
410,Amahai,ID,2022-07-27 01:42:10,-3.3333,128.9167,78.78,86,91,10.83
411,Krasnyy Chikoy,RU,2022-07-27 01:42:10,50.3643,108.7512,53.19,96,100,9.08
412,Sioux Lookout,CA,2022-07-27 01:42:11,50.1001,-91.917,66.27,63,40,9.22
413,Meulaboh,ID,2022-07-27 01:42:11,4.1363,96.1285,77.49,85,98,5.57
414,Rosario,AR,2022-07-27 01:40:11,-32.9468,-60.6393,71.82,84,0,3.44
415,Kongolo,CD,2022-07-27 01:42:12,-5.3833,27.0,72.19,51,99,2.35
416,Praia Da Vitoria,PT,2022-07-27 01:42:12,38.7333,-27.0667,72.75,94,20,5.68
417,Taltal,CL,2022-07-27 01:40:20,-25.4,-70.4833,59.29,77,2,4.52
418,Vuktyl,RU,2022-07-27 01:42:12,63.8567,57.3094,53.51,69,54,0.83
419,Kruisfontein,ZA,2022-07-27 01:42:13,-34.0033,24.7314,55.42,78,80,17.81
420,Sterling,US,2022-07-27 01:38:11,39.0062,-77.4286,74.93,91,100,0.0
421,Placido De Castro,BR,2022-07-27 01:42:13,-10.3353,-67.1856,78.53,44,99,2.39
422,Santa Isabel,BR,2022-07-27 01:40:20,-23.3156,-46.2214,63.7,95,20,1.66
423,Kununurra,AU,2022-07-27 01:41:29,-15.7667,128.7333,76.98,29,1,13.8
424,Urumqi,CN,2022-07-27 01:42:02,43.801,87.6005,79.75,28,0,2.24
425,Sept-Iles,CA,2022-07-27 01:40:02,50.2001,-66.3821,69.8,70,75,12.66
426,Amuntai,ID,2022-07-27 01:42:14,-2.4177,115.2494,82.94,75,100,0.92
427,Terney,RU,2022-07-27 01:42:15,45.0503,136.6092,71.4,79,50,6.17
428,Sangerhausen,DE,2022-07-27 01:42:15,51.4667,11.3,60.76,78,83,3.4
429,Launceston,AU,2022-07-27 01:42:16,-41.45,147.1667,55.35,81,26,4.61
430,Tuatapere,NZ,2022-07-27 01:42:16,-46.1333,167.6833,45.9,95,100,3.8
431,Gouyave,GD,2022-07-27 01:42:16,12.1646,-61.7296,77.77,89,40,0.0
432,Baiao,BR,2022-07-27 01:42:17,-2.7906,-49.6717,75.29,74,100,2.33
433,Coolum Beach,AU,2022-07-27 01:42:17,-26.5333,153.1,64.11,42,0,14.85
434,Balkanabat,TM,2022-07-27 01:42:17,39.5108,54.3671,85.57,30,1,7.11
435,Torbay,CA,2022-07-27 01:42:18,47.6666,-52.7314,68.76,96,100,17.27
436,Paamiut,GL,2022-07-27 01:42:18,61.994,-49.6678,41.68,95,37,16.89
437,Raymondville,US,2022-07-27 01:42:19,26.4815,-97.7831,88.09,66,100,16.26
438,Tezu,IN,2022-07-27 01:42:19,27.9167,96.1667,78.98,92,79,1.07
439,Liku,ID,2022-07-27 01:42:19,-0.7275,119.8922,84.24,68,100,0.47
440,Hiriyur,IN,2022-07-27 01:42:20,13.9456,76.6192,73.15,83,49,3.78
441,Ahipara,NZ,2022-07-27 01:42:20,-35.1667,173.1667,60.28,74,74,10.8
442,Comodoro Rivadavia,AR,2022-07-27 01:42:21,-45.8667,-67.5,33.66,93,40,4.61
443,Sarankhola,BD,2022-07-27 01:42:21,22.3082,89.7897,83.73,76,70,1.5
444,Mutoko,ZW,2022-07-27 01:42:21,-17.397,32.2268,48.47,95,15,2.37
445,Herat,AF,2022-07-27 01:42:22,34.5,62.0,76.48,35,0,11.77
446,Tiksi,RU,2022-07-27 01:42:22,71.6872,128.8694,54.19,74,100,2.28
447,Vitim,RU,2022-07-27 01:42:23,59.4511,112.5578,71.35,60,96,3.8
448,Zambezi,ZM,2022-07-27 01:42:23,-13.5432,23.1047,49.66,52,0,5.61
449,Korla,CN,2022-07-27 01:42:23,41.7597,86.1469,90.25,15,5,3.38
450,Akyab,MM,2022-07-27 01:42:24,20.15,92.9,83.05,76,16,2.24
451,Lesosibirsk,RU,2022-07-27 01:42:24,58.2358,92.4828,64.04,68,100,6.71
452,Bartlesville,US,2022-07-27 01:38:19,36.7473,-95.9808,100.35,34,0,8.05
453,Mayo,US,2022-07-27 01:42:25,38.8876,-76.5119,75.94,89,100,5.41
454,Zhuhai,CN,2022-07-27 01:42:25,22.2769,113.5678,92.86,62,40,8.05
455,Gaoual,GN,2022-07-27 01:42:26,11.75,-13.2,73.56,98,99,1.88
456,Dali,CN,2022-07-27 01:42:26,25.7,100.1833,68.65,77,99,4.18
457,Alyangula,AU,2022-07-27 01:42:26,-13.8483,136.4192,76.44,58,5,17.29
458,Jiutai,CN,2022-07-27 01:42:27,44.1525,125.8328,82.74,74,15,4.85
459,Semme,FR,2022-07-27 01:42:27,46.1963,1.5007,59.41,92,0,1.77
460,Ixtapa,MX,2022-07-27 01:42:27,20.7,-105.2,85.23,74,75,9.22
461,Zarubino,RU,2022-07-27 01:42:28,42.63,131.0922,73.65,80,1,5.41
462,Labytnangi,RU,2022-07-27 01:42:28,66.6572,66.4183,52.86,76,100,10.54
463,Natal,BR,2022-07-27 01:42:28,-5.795,-35.2094,77.22,83,0,8.05
464,Yerbogachen,RU,2022-07-27 01:42:29,61.2767,108.0108,67.48,63,61,9.06
465,Mariinsk,RU,2022-07-27 01:42:29,56.2139,87.7472,61.57,78,100,3.31
466,Charagua,BO,2022-07-27 01:42:30,-19.8,-63.2167,74.07,57,0,11.7
467,Saint-Joseph,RE,2022-07-27 01:42:30,-21.3667,55.6167,64.78,80,25,10.04
468,Fort Dodge,US,2022-07-27 01:39:14,42.4975,-94.168,77.02,69,0,5.75
469,Chicama,PE,2022-07-27 01:42:31,-7.8447,-79.1469,59.54,83,84,6.87
470,Seoul,KR,2022-07-27 01:42:27,37.5683,126.9778,85.57,66,40,4.61
471,Fort Frances,CA,2022-07-27 01:42:31,48.5999,-93.4003,71.82,60,0,4.61
472,Mahanoro,MG,2022-07-27 01:42:32,-19.9,48.8,62.47,91,1,2.8
473,Nueve De Julio,AR,2022-07-27 01:42:32,-35.4444,-60.8831,63.0,96,92,7.9
474,Yeppoon,AU,2022-07-27 01:42:32,-23.1333,150.7333,65.98,38,0,10.11
475,Halifax,CA,2022-07-27 01:42:02,44.6453,-63.5724,69.69,78,75,4.0
476,Galveston,US,2022-07-27 01:42:33,29.3669,-94.9669,87.98,74,20,11.5
477,Big Rapids,US,2022-07-27 01:42:33,43.6981,-85.4837,68.07,73,0,0.0
478,Mount Isa,AU,2022-07-27 01:42:34,-20.7333,139.5,67.77,28,0,13.8
479,Rafraf,TN,2022-07-27 01:42:34,37.1904,10.1837,77.32,66,0,10.87
480,Esna,EG,2022-07-27 01:42:34,25.2934,32.554,82.42,17,0,7.16
481,Mao,ES,2022-07-27 01:42:35,39.8885,4.2658,73.96,78,0,5.75
482,Kaura Namoda,NG,2022-07-27 01:42:35,12.5898,6.5779,77.49,79,94,13.8
483,Bose,IT,2022-07-27 01:42:36,45.4612,8.0137,66.15,92,13,6.6
484,Semey,KZ,2022-07-27 01:42:36,50.4111,80.2275,68.22,52,0,4.47
485,Porto Novo,BJ,2022-07-27 01:42:36,6.4965,2.6036,78.62,89,100,8.66
486,Varnamo,SE,2022-07-27 01:42:37,57.186,14.04,53.06,91,100,4.0
487,Oktyabrskoye,RU,2022-07-27 01:42:37,43.0645,44.7417,60.94,88,100,6.71
488,Tabuk,PH,2022-07-27 01:42:38,17.4189,121.4443,84.92,73,100,3.4
489,Lodja,CD,2022-07-27 01:42:38,-3.4833,23.4333,69.31,49,91,2.19
490,Boa Vista,BR,2022-07-27 01:42:38,2.8197,-60.6733,80.58,78,40,2.3
491,Vidalia,US,2022-07-27 01:42:39,32.2177,-82.4135,82.35,69,40,3.44
492,Zinder,NE,2022-07-27 01:42:39,13.8072,8.9881,83.59,61,15,14.88
493,Yei,SS,2022-07-27 01:42:40,4.095,30.6779,64.44,98,100,3.44
494,Kostrzyn,PL,2022-07-27 01:42:40,52.3985,17.2281,60.71,90,25,3.65
495,San Rafael,AR,2022-07-27 01:41:23,-34.6177,-68.3301,47.7,82,96,7.05
496,Kyzyl-Mazhalyk,RU,2022-07-27 01:42:41,51.1333,90.6,62.6,46,89,0.38
497,Karasjok,NO,2022-07-27 01:42:41,69.4719,25.5112,58.55,98,100,7.16
498,Senigallia,IT,2022-07-27 01:42:41,43.7093,13.2167,77.95,69,0,1.99
499,Kenai,US,2022-07-27 01:39:12,60.5544,-151.2583,65.03,61,0,14.97
500,Stephenville,US,2022-07-27 01:42:42,32.2207,-98.2023,96.8,26,0,9.22
501,Xinqing,CN,2022-07-27 01:42:42,48.2333,129.5,88.12,47,9,3.42
502,Prado,BR,2022-07-27 01:42:43,-17.3411,-39.2208,69.58,82,5,7.18
503,Morant Bay,JM,2022-07-27 01:42:43,17.8815,-76.4093,82.02,85,93,10.16
504,Manado,ID,2022-07-27 01:42:43,1.487,124.8455,88.57,66,20,2.3
505,Novyy Chirkey,RU,2022-07-27 01:42:44,43.162,47.0559,71.1,73,92,3.78
506,Bandarbeyla,SO,2022-07-27 01:42:44,9.4942,50.8122,77.86,68,11,26.51
507,Rocha,UY,2022-07-27 01:39:48,-34.4833,-54.3333,60.06,95,35,2.24
508,Nakatunguru,TZ,2022-07-27 01:42:45,-2.1167,33.0667,72.43,56,100,16.93
509,Adjumani,UG,2022-07-27 01:42:45,3.3779,31.7909,65.73,88,100,1.36
510,Santa Cruz De La Palma,ES,2022-07-27 01:42:45,28.6835,-17.7642,78.94,53,0,13.8
511,Cugir,RO,2022-07-27 01:42:46,45.8333,23.3667,67.55,54,88,3.65
512,Zhezkazgan,KZ,2022-07-27 01:42:46,47.8043,67.7144,67.98,60,0,6.71
513,Anzhero-Sudzhensk,RU,2022-07-27 01:42:47,56.081,86.0285,62.71,79,96,3.18
514,Alta Floresta,BR,2022-07-27 01:42:47,-9.8756,-56.0861,75.02,42,41,4.18
515,Korisos,GR,2022-07-27 01:42:47,40.5,21.3833,70.61,71,0,0.78
516,Faya,SA,2022-07-27 01:42:48,18.3851,42.4509,64.92,61,100,5.08
517,Shurugwi,ZW,2022-07-27 01:42:48,-19.6702,30.0059,46.08,82,0,1.5
518,Riyadh,SA,2022-07-27 01:40:05,24.6877,46.7219,86.14,16,94,5.79
519,Dongli,CN,2022-07-27 01:42:49,23.5656,116.8194,87.78,74,20,6.71
520,Wilmington,US,2022-07-27 01:40:24,34.2257,-77.9447,82.9,80,0,8.05
521,Umm Bab,QA,2022-07-27 01:42:49,25.2142,50.8072,89.17,73,100,5.97
522,Nouakchott,MR,2022-07-27 01:42:50,18.0858,-15.9785,80.53,83,51,12.59
523,Almonte,ES,2022-07-27 01:42:50,37.2647,-6.5167,79.61,50,0,10.63
524,Toamasina,MG,2022-07-27 01:42:50,-18.1667,49.3833,60.8,94,20,0.0
525,Stornoway,GB,2022-07-27 01:42:51,58.2093,-6.3865,52.93,89,100,1.14
526,Oudtshoorn,ZA,2022-07-27 01:42:51,-33.5907,22.2014,52.16,61,93,3.74
527,Khilok,RU,2022-07-27 01:42:51,51.3674,110.4676,52.09,98,100,10.98
528,Sobolevo,RU,2022-07-27 01:42:52,54.4299,31.8996,59.7,91,7,3.11
529,Alta Gracia,AR,2022-07-27 01:37:58,-31.6529,-64.4283,61.88,79,86,3.47
530,Laguna,US,2022-07-27 01:42:52,38.421,-121.4238,97.32,34,0,16.11
531,Santa Maria,BR,2022-07-27 01:42:53,-29.6842,-53.8069,61.9,100,40,5.75
532,Karratha,AU,2022-07-27 01:42:53,-20.7377,116.8463,76.53,27,1,15.52
533,Atar,MR,2022-07-27 01:42:02,20.5169,-13.0499,90.99,41,100,14.97
534,Naze,JP,2022-07-27 01:42:54,28.3667,129.4833,85.12,73,16,5.35
535,Lashio,MM,2022-07-27 01:42:54,22.9333,97.75,74.35,85,100,0.58
536,Elko,US,2022-07-27 01:42:54,41.0002,-115.5012,92.64,5,91,8.99
537,Abu Samrah,SY,2022-07-27 01:42:55,35.3029,37.1841,73.65,50,0,6.15
538,Denpasar,ID,2022-07-27 01:41:40,-8.65,115.2167,82.06,78,40,16.11
539,Aklavik,CA,2022-07-27 01:42:56,68.2191,-135.0107,64.96,32,100,20.49
540,Zeya,RU,2022-07-27 01:42:56,53.75,127.2667,84.27,49,72,5.5
541,Yumen,CN,2022-07-27 01:42:56,40.2833,97.2,84.9,11,2,10.13
542,Balaipungut,ID,2022-07-27 01:42:57,1.05,101.2833,79.32,88,100,4.36
543,Chimbote,PE,2022-07-27 01:40:10,-9.0853,-78.5783,62.01,87,77,10.94
544,Amsterdam,NL,2022-07-27 01:38:14,52.374,4.8897,58.89,82,19,1.01
545,Labrea,BR,2022-07-27 01:42:57,-7.2586,-64.7981,77.85,54,98,1.23
546,Vila,PT,2022-07-27 01:42:58,42.0304,-8.1588,53.71,82,0,4.54
